date,cases,deaths,Distributed,Dist_Per_100K,state,s_cases,s_deaths,Distributed,Dist_Per_100K
2020-05-27,1708211,100422,0,0,Maine,2137,81,0,0
2020-05-28,1730723,101622,0,0,Maine,2189,84,0,0
2020-05-29,1755271,102812,0,0,Maine,2226,85,0,0
2020-05-30,1778668,103775,0,0,Maine,2282,89,0,0
2020-05-31,1799302,104379,0,0,Maine,2325,89,0,0
2020-06-01,1821199,105113,0,0,Maine,2349,89,0,0
2020-06-02,1841990,106195,0,0,Maine,2377,94,0,0
2020-06-03,1861977,107184,0,0,Maine,2418,95,0,0
2020-06-04,1883593,108192,0,0,Maine,2446,95,0,0
2020-06-05,1912302,109304,0,0,Maine,2482,98,0,0
2020-06-06,1934818,110032,0,0,Maine,2524,98,0,0
2020-06-07,1953434,110422,0,0,Maine,2570,99,0,0
2020-06-08,1971641,111144,0,0,Maine,2588,99,0,0
2020-06-09,1990446,112174,0,0,Maine,2606,100,0,0
2020-06-10,2013298,113103,0,0,Maine,2637,100,0,0
2020-06-11,2036500,113980,0,0,Maine,2667,100,0,0
2020-06-12,2061993,114759,0,0,Maine,2721,100,0,0
2020-06-13,2087327,115451,0,0,Maine,2757,100,0,0
2020-06-14,2106457,115768,0,0,Maine,2793,100,0,0
2020-06-15,2126574,116216,0,0,Maine,2810,101,0,0
2020-06-16,2151459,116985,0,0,Maine,2819,101,0,0
2020-06-17,2177114,117746,0,0,Maine,2836,102,0,0
2020-06-18,2205173,118473,0,0,Maine,2878,102,0,0
2020-06-19,2236009,119171,0,0,Maine,2913,102,0,0
2020-06-20,2268034,119717,0,0,Maine,2938,102,0,0
2020-06-21,2294413,119974,0,0,Maine,2957,102,0,0
2020-06-22,2324879,120334,0,0,Maine,2971,102,0,0
2020-06-23,2359939,121167,0,0,Maine,2994,102,0,0
2020-06-24,2396928,121934,0,0,Maine,3017,103,0,0
2020-06-25,2438101,124400,0,0,Maine,3070,103,0,0
2020-06-26,2483629,125033,0,0,Maine,3102,103,0,0
2020-06-27,2525928,125544,0,0,Maine,3154,104,0,0
2020-06-28,2565436,125815,0,0,Maine,3191,104,0,0
2020-06-29,2604932,126162,0,0,Maine,3219,105,0,0
2020-06-30,2653321,127462,0,0,Maine,3253,105,0,0
2020-07-01,2703296,128104,0,0,Maine,3294,105,0,0
2020-07-02,2758855,128827,0,0,Maine,3328,105,0,0
2020-07-03,2816009,129418,0,0,Maine,3373,105,0,0
2020-07-04,2866015,129679,0,0,Maine,3397,107,0,0
2020-07-05,2910782,129941,0,0,Maine,3415,109,0,0
2020-07-06,2958098,130332,0,0,Maine,3423,109,0,0
2020-07-07,3012182,131290,0,0,Maine,3440,110,0,0
2020-07-08,3071637,132238,0,0,Maine,3460,110,0,0
2020-07-09,3131526,133079,0,0,Maine,3486,111,0,0
2020-07-10,3199753,133907,0,0,Maine,3499,111,0,0
2020-07-11,3260474,134582,0,0,Maine,3520,112,0,0
2020-07-12,3318279,134977,0,0,Maine,3539,114,0,0
2020-07-13,3379846,135402,0,0,Maine,3558,114,0,0
2020-07-14,3445448,136356,0,0,Maine,3566,114,0,0
2020-07-15,3513790,137327,0,0,Maine,3578,114,0,0
2020-07-16,3589477,138285,0,0,Maine,3598,114,0,0
2020-07-17,3660400,139186,0,0,Maine,3636,115,0,0
2020-07-18,3722851,139961,0,0,Maine,3646,117,0,0
2020-07-19,3785126,140373,0,0,Maine,3687,117,0,0
2020-07-20,3845014,140904,0,0,Maine,3711,117,0,0
2020-07-21,3910291,142031,0,0,Maine,3723,118,0,0
2020-07-22,3980030,143167,0,0,Maine,3723,118,0,0
2020-07-23,4050036,144283,0,0,Maine,3737,118,0,0
2020-07-24,4123561,145429,0,0,Maine,3757,118,0,0
2020-07-25,4190337,146313,0,0,Maine,3790,119,0,0
2020-07-26,4244554,146753,0,0,Maine,3814,119,0,0
2020-07-27,4303735,148449,0,0,Maine,3832,119,0,0
2020-07-28,4366851,149776,0,0,Maine,3838,121,0,0
2020-07-29,4433633,151172,0,0,Maine,3866,121,0,0
2020-07-30,4502581,152433,0,0,Maine,3888,122,0,0
2020-07-31,4571669,153862,0,0,Maine,3912,123,0,0
2020-08-01,4628497,154917,0,0,Maine,3937,123,0,0
2020-08-02,4679291,155337,0,0,Maine,3958,123,0,0
2020-08-03,4726775,155945,0,0,Maine,3970,124,0,0
2020-08-04,4780324,157301,0,0,Maine,3975,123,0,0
2020-08-05,4834047,158554,0,0,Maine,3992,124,0,0
2020-08-06,4891561,159625,0,0,Maine,3997,124,0,0
2020-08-07,4952718,160981,0,0,Maine,4014,124,0,0
2020-08-08,5007958,161947,0,0,Maine,4026,125,0,0
2020-08-09,5056438,162486,0,0,Maine,4042,125,0,0
2020-08-10,5103611,163023,0,0,Maine,4049,125,0,0
2020-08-11,5156968,164474,0,0,Maine,4050,126,0,0
2020-08-12,5211246,165952,0,0,Maine,4070,126,0,0
2020-08-13,5265307,167165,0,0,Maine,4089,126,0,0
2020-08-14,5324784,168341,0,0,Maine,4115,126,0,0
2020-08-15,5375527,169400,0,0,Maine,4144,127,0,0
2020-08-16,5417664,169914,0,0,Maine,4168,127,0,0
2020-08-17,5455187,170449,0,0,Maine,4197,127,0,0
2020-08-18,5498420,171798,0,0,Maine,4213,127,0,0
2020-08-19,5541433,173093,0,0,Maine,4234,127,0,0
2020-08-20,5587462,174136,0,0,Maine,4252,128,0,0
2020-08-21,5636491,175297,0,0,Maine,4285,129,0,0
2020-08-22,5681517,176247,0,0,Maine,4317,130,0,0
2020-08-23,5713850,176693,0,0,Maine,4335,131,0,0
2020-08-24,5754254,177197,0,0,Maine,4356,131,0,0
2020-08-25,5793437,178410,0,0,Maine,4368,131,0,0
2020-08-26,5838756,179603,0,0,Maine,4389,132,0,0
2020-08-27,5884368,180729,0,0,Maine,4414,132,0,0
2020-08-28,5930932,181739,0,0,Maine,4436,132,0,0
2020-08-29,5975541,182610,0,0,Maine,4489,132,0,0
2020-08-30,6008970,182984,0,0,Maine,4512,132,0,0
2020-08-31,6045457,183472,0,0,Maine,4526,132,0,0
2020-09-01,6089506,184563,0,0,Maine,4548,132,0,0
2020-09-02,6121950,185639,0,0,Maine,4567,133,0,0
2020-09-03,6168347,186717,0,0,Maine,4617,133,0,0
2020-09-04,6220448,187697,0,0,Maine,4632,134,0,0
2020-09-05,6262701,188409,0,0,Maine,4667,134,0,0
2020-09-06,6292699,188820,0,0,Maine,4682,134,0,0
2020-09-07,6317865,189083,0,0,Maine,4701,134,0,0
2020-09-08,6346807,189541,0,0,Maine,4713,134,0,0
2020-09-09,6380139,190716,0,0,Maine,4734,134,0,0
2020-09-10,6418200,191631,0,0,Maine,4760,134,0,0
2020-09-11,6465767,192858,0,0,Maine,4792,134,0,0
2020-09-12,6504871,193559,0,0,Maine,4834,135,0,0
2020-09-13,6538214,193958,0,0,Maine,4863,136,0,0
2020-09-14,6575101,194408,0,0,Maine,4903,136,0,0
2020-09-15,6614318,195689,0,0,Maine,4918,137,0,0
2020-09-16,6653586,196686,0,0,Maine,4941,138,0,0
2020-09-17,6698896,197535,0,0,Maine,4962,138,0,0
2020-09-18,6747783,198484,0,0,Maine,5005,138,0,0
2020-09-19,6789594,199154,0,0,Maine,5035,139,0,0
2020-09-20,6825950,199367,0,0,Maine,5079,139,0,0
2020-09-21,6880902,199797,0,0,Maine,5106,140,0,0
2020-09-22,6918293,200738,0,0,Maine,5146,140,0,0
2020-09-23,6959842,201828,0,0,Maine,5171,140,0,0
2020-09-24,7005046,202713,0,0,Maine,5215,140,0,0
2020-09-25,7059627,203566,0,0,Maine,5235,140,0,0
2020-09-26,7102322,204335,0,0,Maine,5260,140,0,0
2020-09-27,7139620,204602,0,0,Maine,5288,140,0,0
2020-09-28,7176980,204952,0,0,Maine,5300,140,0,0
2020-09-29,7220677,205878,0,0,Maine,5337,141,0,0
2020-09-30,7262735,206852,0,0,Maine,5391,141,0,0
2020-10-01,7309153,207699,0,0,Maine,5431,142,0,0
2020-10-02,7362733,208564,0,0,Maine,5468,142,0,0
2020-10-03,7410512,209273,0,0,Maine,5486,142,0,0
2020-10-04,7445575,209606,0,0,Maine,5519,142,0,0
2020-10-05,7507988,210035,0,0,Maine,5545,142,0,0
2020-10-06,7550850,210756,0,0,Maine,5565,142,0,0
2020-10-07,7603867,211752,0,0,Maine,5604,142,0,0
2020-10-08,7660249,212680,0,0,Maine,5639,142,0,0
2020-10-09,7719211,213595,0,0,Maine,5666,143,0,0
